#C = Cell, L = Link, N = Neighbor, M = Midpoint||||||||||||
#Cell_Index||Link_Index|Cell_Zpos|CellXpos|Neighbor_Index|Neighbor_Zpos|Neighbor_Xpos|Midpoint_Zpos|Midpoint_Xpos|CellNeighbor_Distance|Cell_Distance|Neighbor_Distance
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
446|446|446-80|19161|17970|80|19440|18474|19300.5|18222|576.07030820899|288.03515410449|288.03515410449
446|446|446-92|19161|17970|92|19947|15031|19554|16500.5|3042.2881191629|1521.1440595815|1521.1440595815
446|446|446-129|19161|17970|129|17758|16671|18459.5|17320.5|1912.0172593363|956.00862966816|956.00862966816
446|446|446-217|19161|17970|217|17054|18552|18107.5|18261|2185.9032458002|1092.9516229001|1092.9516229001
446|446|446-576|19161|17970|576|18949|17075|19055|17522.5|919.76573104242|459.88286552121|459.88286552121
446|446|446-1612|19161|17970|1612|20236|17565|19698.5|17767.5|1148.7602012605|574.38010063024|574.38010063024
446|446|446-2041|19161|17970|2041|18679|18676|18920|18323|854.84501519281|427.42250759641|427.42250759641
446|446|446-2341|19161|17970|2341|19497|18313|19329|18141.5|480.15101790999|240.075508955|240.075508955
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
447|447|447-5|12075|-11659|5|14269|279|13172|-5690|12137.935574059|6068.9677870294|6068.9677870294
447|447|447-13|12075|-11659|13|8938|-12375|10506.5|-12017|3217.6738492271|1608.8369246136|1608.8369246136
447|447|447-85|12075|-11659|85|10232|-12176|11153.5|-11917.5|1914.1415830601|957.07079153007|957.07079153007
447|447|447-135|12075|-11659|135|17532|-12036|14803.5|-11847.5|5470.0071297943|2735.0035648971|2735.0035648971
447|447|447-195|12075|-11659|195|11078|-13445|11576.5|-12552|2045.4351615243|1022.7175807622|1022.7175807622
447|447|447-212|12075|-11659|212|10040|-9232|11057.5|-10445.5|3167.2628561583|1583.6314280791|1583.6314280791
447|447|447-541|12075|-11659|541|9875|-11062|10975|-11360.5|2279.5633353781|1139.781667689|1139.781667689
447|447|447-1317|12075|-11659|1317|11970|-12157|12022.5|-11908|508.94891688656|254.47445844328|254.47445844328
447|447|447-1742|12075|-11659|1742|10914|-10075|11494.5|-10867|1963.9187865082|981.95939325412|981.95939325412
447|447|447-1765|12075|-11659|1765|13575|-11035|12825|-11347|1624.6156468531|812.30782342656|812.30782342656
447|447|447-2423|12075|-11659|2423|13367|-12157|12721|-11908|1384.6544695338|692.32723476691|692.32723476691
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
448|448|448-1|358|-355|1|-3421|6409|-1531.5|3027|7748.0666620777|3874.0333310389|3874.0333310389
448|448|448-2|358|-355|2|1905|-9319|1131.5|-4837|9096.5105947281|4548.255297364|4548.255297364
448|448|448-5|358|-355|5|14269|279|7313.5|-38|13925.439921238|6962.7199606188|6962.7199606188
448|448|448-12|358|-355|12|7017|8662|3687.5|4153.5|11209.307293495|5604.6536467475|5604.6536467475
448|448|448-55|358|-355|55|-346|163|6|-96|874.03661250545|437.01830625272|437.01830625272
448|448|448-151|358|-355|151|1095|-973|726.5|-664|961.81755026616|480.90877513308|480.90877513308
448|448|448-163|358|-355|163|-173|-2179|92.5|-1267|1899.720242562|949.86012128102|949.86012128102
448|448|448-1462|358|-355|1462|151|-26|254.5|-190.5|388.70297143191|194.35148571596|194.35148571596
448|448|448-2066|358|-355|2066|-115|-1304|121.5|-829.5|1060.3442837117|530.17214185583|530.17214185583
448|448|448-2188|358|-355|2188|1134|-430|746|-392.5|779.61593108402|389.80796554201|389.80796554201
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
449|449|449-4|-17460|-16113|4|-14791|-12627|-16125.5|-14370|4390.4164950492|2195.2082475246|2195.2082475246
449|449|449-89|-17460|-16113|89|-18726|-19827|-18093|-17970|3923.8440335977|1961.9220167988|1961.9220167988
449|449|449-90|-17460|-16113|90|-13616|-12689|-15538|-14401|5147.8259488837|2573.9129744418|2573.9129744418
449|449|449-91|-17460|-16113|91|-11229|-20175|-14344.5|-18144|7438.0914890851|3719.0457445425|3719.0457445425
449|449|449-100|-17460|-16113|100|-22427|-16834|-19943.5|-16473.5|5019.0566842784|2509.5283421392|2509.5283421392
449|449|449-123|-17460|-16113|123|-20154|-12164|-18807|-14138.5|4780.4013429837|2390.2006714918|2390.2006714918
449|449|449-425|-17460|-16113|425|-16923|-15527|-17191.5|-15820|794.8364611667|397.41823058335|397.41823058335
449|449|449-889|-17460|-16113|889|-18048|-18243|-17754|-17178|2209.6705636814|1104.8352818407|1104.8352818407
449|449|449-891|-17460|-16113|891|-18200|-15772|-17830|-15942.5|814.78892972352|407.39446486176|407.39446486176
449|449|449-1671|-17460|-16113|1671|-16589|-17735|-17024.5|-16924|1841.0662671398|920.53313356989|920.53313356989
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
450|450|450-5|15692|1242|5|14269|279|14980.5|760.5|1718.2252471664|859.11262358319|859.11262358319
450|450|450-36|15692|1242|36|16469|2130|16080.5|1686|1179.9461852135|589.97309260677|589.97309260677
450|450|450-78|15692|1242|78|14168|-1638|14930|-198|3258.3701447196|1629.1850723598|1629.1850723598
450|450|450-131|15692|1242|131|18648|104|17170|673|3167.4879636709|1583.7439818354|1583.7439818354
450|450|450-162|15692|1242|162|11512|6218|13602|3730|6498.6903295972|3249.3451647986|3249.3451647986
450|450|450-807|15692|1242|807|15100|1642|15396|1442|714.46763397652|357.23381698826|357.23381698826
450|450|450-925|15692|1242|925|15686|1898|15689|1570|656.02743845056|328.01371922528|328.01371922528
450|450|450-1895|15692|1242|1895|16384|1664|16038|1453|810.52328775921|405.26164387961|405.26164387961
450|450|450-2285|15692|1242|2285|15067|-250|15379.5|496|1617.6183109745|808.80915548725|808.80915548725
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
451|451|451-6|11410|19822|6|-7163|23056|2123.5|21439|18852.455675588|9426.2278377939|9426.2278377939
451|451|451-12|11410|19822|12|7017|8662|9213.5|14242|11993.500281402|5996.7501407012|5996.7501407012
451|451|451-74|11410|19822|74|8487|21009|9948.5|20415.5|3154.821389556|1577.410694778|1577.410694778
451|451|451-124|11410|19822|124|10798|17905|11104|18863.5|2012.3203025364|1006.1601512682|1006.1601512682
451|451|451-128|11410|19822|128|14141|22181|12775.5|21001.5|3608.7729216453|1804.3864608226|1804.3864608226
451|451|451-217|11410|19822|217|17054|18552|14232|19187|5785.1219520422|2892.5609760211|2892.5609760211
451|451|451-520|11410|19822|520|11312|19750|11361|19786|121.60592090848|60.802960454241|60.802960454241
451|451|451-680|11410|19822|680|11497|19687|11453.5|19754.5|160.60510577189|80.302552885945|80.302552885945
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
452|452|452-13|13938|-19356|13|8938|-12375|11438|-15865.5|8586.8714325999|4293.4357162999|4293.4357162999
452|452|452-15|13938|-19356|15|14903|-17764|14420.5|-18560|1861.6361083735|930.81805418675|930.81805418675
452|452|452-65|13938|-19356|65|16123|-20646|15030.5|-20001|2537.3854653954|1268.6927326977|1268.6927326977
452|452|452-190|13938|-19356|190|11518|-19828|12728|-19592|2465.6001297858|1232.8000648929|1232.8000648929
452|452|452-206|13938|-19356|206|13392|-22548|13665|-20952|3238.3606964018|1619.1803482009|1619.1803482009
452|452|452-542|13938|-19356|542|12815|-19673|13376.5|-19514.5|1166.8838845404|583.44194227018|583.44194227018
452|452|452-830|13938|-19356|830|13906|-18669|13922|-19012.5|687.74486548429|343.87243274214|343.87243274214
452|452|452-2025|13938|-19356|2025|15824|-18582|14881|-18969|2038.6446477991|1019.3223238996|1019.3223238996
452|452|452-2405|13938|-19356|2405|14101|-19821|14019.5|-19588.5|492.74131144039|246.3706557202|246.3706557202
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
453|453|453-6|-17663|18516|6|-7163|23056|-12413|20786|11439.475512452|5719.7377562262|5719.7377562262
453|453|453-7|-17663|18516|7|-9453|6428|-13558|12472|14612.455098306|7306.2275491528|7306.2275491528
453|453|453-11|-17663|18516|11|-23264|23797|-20463.5|21156.5|7698.0622237028|3849.0311118514|3849.0311118514
453|453|453-98|-17663|18516|98|-18407|20312|-18035|19414|1944.004115222|972.00205761099|972.00205761099
453|453|453-145|-17663|18516|145|-13898|15892|-15780.5|17204|4589.1830427648|2294.5915213824|2294.5915213824
453|453|453-173|-17663|18516|173|-15748|21003|-16705.5|19759.5|3138.8523380369|1569.4261690185|1569.4261690185
453|453|453-180|-17663|18516|180|-17419|13734|-17541|16125|4788.2209639907|2394.1104819953|2394.1104819953
453|453|453-197|-17663|18516|197|-14550|19175|-16106.5|18845.5|3181.9883720718|1590.9941860359|1590.9941860359
453|453|453-691|-17663|18516|691|-18294|17907|-17978.5|18211.5|876.95039768507|438.47519884253|438.47519884253
453|453|453-1530|-17663|18516|1530|-17763|18890|-17713|18703|387.13821821153|193.56910910577|193.56910910577
453|453|453-2216|-17663|18516|2216|-16838|18539|-17250.5|18527.5|825.3205437889|412.66027189445|412.66027189445
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
454|454|454-6|-7210|23976|6|-7163|23056|-7186.5|23516|921.19976118104|460.59988059052|460.59988059052
454|454|454-11|-7210|23976|11|-23264|23797|-15237|23886.5|16054.99788228|8027.4989411398|8027.4989411398
454|454|454-47|-7210|23976|47|-9225|22390|-8217.5|23183|2564.2973696512|1282.1486848256|1282.1486848256
454|454|454-49|-7210|23976|49|-5994|21620|-6602|22798|2651.3000584619|1325.6500292309|1325.6500292309
454|454|454-906|-7210|23976|906|-7969|21908|-7589.5|22942|2202.8856075611|1101.4428037806|1101.4428037806
454|454|454-1106|-7210|23976|1106|-5675|22288|-6442.5|23132|2281.5716074671|1140.7858037335|1140.7858037335
454|454|454-1249|-7210|23976|1249|-9361|23302|-8285.5|23639|2254.1244419952|1127.0622209976|1127.0622209976
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
455|455|455-6|-17948|21860|6|-7163|23056|-12555.5|22458|10851.112431451|5425.5562157257|5425.5562157257
455|455|455-7|-17948|21860|7|-9453|6428|-13700.5|14144|17615.664875332|8807.8324376659|8807.8324376659
455|455|455-11|-17948|21860|11|-23264|23797|-20606|22828.5|5657.8993451634|2828.9496725817|2828.9496725817
455|455|455-98|-17948|21860|98|-18407|20312|-18177.5|21086|1614.6160534319|807.30802671595|807.30802671595
455|455|455-173|-17948|21860|173|-15748|21003|-16848|21431.5|2361.0271070024|1180.5135535012|1180.5135535012
455|455|455-202|-17948|21860|202|-18756|22441|-18352|22150.5|995.2009847262|497.6004923631|497.6004923631
455|455|455-614|-17948|21860|614|-18935|20715|-18441.5|21287.5|1511.6858139177|755.84290695885|755.84290695885
455|455|455-1362|-17948|21860|1362|-19090|22476|-18519|22168|1297.5438335563|648.77191677815|648.77191677815
455|455|455-1975|-17948|21860|1975|-17675|22238|-17811.5|22049|466.27566953466|233.13783476733|233.13783476733
455|455|455-2069|-17948|21860|2069|-18460|20374|-18204|21117|1571.7315292377|785.86576461887|785.86576461887
455|455|455-2118|-17948|21860|2118|-17241|21197|-17594.5|21528.5|969.23578142782|484.61789071391|484.61789071391
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
456|456|456-5|16075|16368|5|14269|279|15172|8323.5|16190.044996849|8095.0224984246|8095.0224984246
456|456|456-12|16075|16368|12|7017|8662|11546|12515|11892.426161217|5946.2130806085|5946.2130806085
456|456|456-17|16075|16368|17|17323|14676|16699|15522|2102.4671222162|1051.2335611081|1051.2335611081
456|456|456-109|16075|16368|109|13890|16197|14982.5|16282.5|2191.6810899399|1095.8405449699|1095.8405449699
456|456|456-129|16075|16368|129|17758|16671|16916.5|16519.5|1710.0578937568|855.02894687841|855.02894687841
456|456|456-217|16075|16368|217|17054|18552|16564.5|17460|2393.3860950545|1196.6930475272|1196.6930475272
456|456|456-328|16075|16368|328|15436|16265|15755.5|16316.5|647.2480204682|323.6240102341|323.6240102341
456|456|456-634|16075|16368|634|16439|16760|16257|16564|534.9392488872|267.4696244436|267.4696244436
456|456|456-1432|16075|16368|1432|16604|14928|16339.5|15648|1534.0928915812|767.04644579061|767.04644579061
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
457|457|457-5|21050|11870|5|14269|279|17659.5|6074.5|13428.821318344|6714.4106591718|6714.4106591718
457|457|457-12|21050|11870|12|7017|8662|14033.5|10266|14395.01139284|7197.5056964201|7197.5056964201
457|457|457-59|21050|11870|59|20106|12444|20578|12157|1104.8131063669|552.40655318343|552.40655318343
457|457|457-207|21050|11870|207|23439|12444|22244.5|12157|2456.9894179666|1228.4947089833|1228.4947089833
457|457|457-216|21050|11870|216|23094|11081|22072|11475.5|2190.994523042|1095.497261521|1095.497261521
457|457|457-1174|21050|11870|1174|20396|11464|20723|11667|769.77399280568|384.88699640284|384.88699640284
457|457|457-1777|21050|11870|1777|20881|12253|20965.5|12061.5|418.62871377869|209.31435688934|209.31435688934
457|457|457-2201|21050|11870|2201|21352|12038|21201|11954|345.583564424|172.791782212|172.791782212
457|457|457-2383|21050|11870|2383|20924|10904|20987|11387|974.18273439843|487.09136719921|487.09136719921
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
458|458|458-6|868|13536|6|-7163|23056|-3147.5|18296|12455.013488552|6227.5067442758|6227.5067442758
458|458|458-10|868|13536|10|1374|10662|1121|12099|2918.203556985|1459.1017784925|1459.1017784925
458|458|458-29|868|13536|29|3281|14204|2074.5|13870|2503.7557788251|1251.8778894125|1251.8778894125
458|458|458-48|868|13536|48|1573|17143|1220.5|15339.5|3675.2515560163|1837.6257780081|1837.6257780081
458|458|458-133|868|13536|133|-839|16070|14.5|14803|3055.3240417344|1527.6620208672|1527.6620208672
458|458|458-138|868|13536|138|939|12436|903.5|12986|1102.2889820732|551.14449103661|551.14449103661
458|458|458-185|868|13536|185|-528|12631|170|13083.5|1663.6829625863|831.84148129316|831.84148129316
458|458|458-476|868|13536|476|1622|12938|1245|13237|962.35128721273|481.17564360637|481.17564360637
458|458|458-549|868|13536|549|-143|14078|362.5|13807|1147.1203075528|573.56015377639|573.56015377639
458|458|458-607|868|13536|607|-598|12967|135|13251.5|1572.5511120469|786.27555602346|786.27555602346
458|458|458-2079|868|13536|2079|1267|13803|1067.5|13669.5|480.09374084651|240.04687042326|240.04687042326
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
459|459|459-13|10163|-13098|13|8938|-12375|9550.5|-12736.5|1422.4464840548|711.22324202742|711.22324202742
459|459|459-85|10163|-13098|85|10232|-12176|10197.5|-12637|924.57828224548|462.28914112274|462.28914112274
459|459|459-195|10163|-13098|195|11078|-13445|10620.5|-13271.5|978.58775794509|489.29387897255|489.29387897255
459|459|459-220|10163|-13098|220|10244|-13752|10203.5|-13425|658.99696509165|329.49848254582|329.49848254582
459|459|459-434|10163|-13098|434|10086|-13157|10124.5|-13127.5|97.005154502222|48.502577251111|48.502577251111
459|459|459-1317|10163|-13098|1317|11970|-12157|11066.5|-12627.5|2037.334042321|1018.6670211605|1018.6670211605
459|459|459-1769|10163|-13098|1769|11009|-13816|10586|-13457|1109.6125449904|554.80627249518|554.80627249518
459|459|459-2349|10163|-13098|2349|10030|-12062|10096.5|-12580|1044.5022738127|522.25113690637|522.25113690637
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
460|460|460-5|23760|8173|5|14269|279|19014.5|4226|12344.80931404|6172.4046570198|6172.4046570198
460|460|460-73|23760|8173|73|18186|9411|20973|8792|5709.8266173326|2854.9133086663|2854.9133086663
460|460|460-107|23760|8173|107|21910|6085|22835|7129|2789.6673636833|1394.8336818417|1394.8336818417
460|460|460-216|23760|8173|216|23094|11081|23427|9627|2983.290130041|1491.6450650205|1491.6450650205
460|460|460-287|23760|8173|287|23744|9696|23752|8934.5|1523.0840423299|761.54202116495|761.54202116495
460|460|460-917|23760|8173|917|23534|7415|23647|7794|790.9740830141|395.48704150705|395.48704150705
460|460|460-947|23760|8173|947|22854|9410|23307|8791.5|1533.2987314936|766.64936574682|766.64936574682
460|460|460-1033|23760|8173|1033|23104|9540|23432|8856.5|1516.2536067558|758.1268033779|758.1268033779
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
461|461|461-13|20847|-22271|13|8938|-12375|14892.5|-17323|15484.027157042|7742.0135785208|7742.0135785208
461|461|461-42|20847|-22271|42|17934|-22249|19390.5|-22260|2913.0830746822|1456.5415373411|1456.5415373411
461|461|461-94|20847|-22271|94|23242|-21548|22044.5|-21909.5|2501.7501873688|1250.8750936844|1250.8750936844
461|461|461-176|20847|-22271|176|21185|-20239|21016|-21255|2059.9194158996|1029.9597079498|1029.9597079498
461|461|461-293|20847|-22271|293|22304|-22209|21575.5|-22240|1458.318552306|729.15927615302|729.15927615302
461|461|461-505|20847|-22271|505|21939|-23702|21393|-22986.5|1800.062498915|900.03124945748|900.03124945748
461|461|461-726|20847|-22271|726|20656|-23633|20751.5|-22952|1375.3272337884|687.66361689419|687.66361689419
461|461|461-1092|20847|-22271|1092|20205|-21590|20526|-21930.5|935.90864938839|467.95432469419|467.95432469419
461|461|461-1424|20847|-22271|1424|21611|-21286|21229|-21778.5|1246.5636766728|623.2818383364|623.2818383364
461|461|461-1464|20847|-22271|1464|20043|-22950|20445|-22610.5|1052.3578288776|526.17891443881|526.17891443881
461|461|461-1483|20847|-22271|1483|21347|-21155|21097|-21713|1222.8883841136|611.44419205681|611.44419205681
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
462|462|462-5|15669|7529|5|14269|279|14969|3904|7383.935265155|3691.9676325775|3691.9676325775
462|462|462-12|15669|7529|12|7017|8662|11343|8095.5|8725.8691830671|4362.9345915335|4362.9345915335
462|462|462-34|15669|7529|34|16083|9400|15876|8464.5|1916.2559849874|958.1279924937|958.1279924937
462|462|462-68|15669|7529|68|16809|6837|16239|7183|1333.5906418388|666.7953209194|666.7953209194
462|462|462-162|15669|7529|162|11512|6218|13590.5|6873.5|4358.8266769854|2179.4133384927|2179.4133384927
462|462|462-606|15669|7529|606|14010|7701|14839.5|7615|1667.8923826195|833.94619130973|833.94619130973
462|462|462-1270|15669|7529|1270|15797|7304|15733|7416.5|258.86096654382|129.43048327191|129.43048327191
462|462|462-2085|15669|7529|2085|15732|7600|15700.5|7564.5|94.921019800674|47.460509900337|47.460509900337
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
463|463|463-2|-8395|-20372|2|1905|-9319|-3245|-14845.5|15108.236462274|7554.1182311372|7554.1182311372
463|463|463-4|-8395|-20372|4|-14791|-12627|-11593|-16499.5|10044.59262489|5022.2963124451|5022.2963124451
463|463|463-104|-8395|-20372|104|-5739|-19921|-7067|-20146.5|2694.0187452948|1347.0093726474|1347.0093726474
463|463|463-108|-8395|-20372|108|-9777|-17651|-9086|-19011.5|3051.8461625711|1525.9230812856|1525.9230812856
463|463|463-182|-8395|-20372|182|-9448|-21271|-8921.5|-20821.5|1384.5613023626|692.2806511813|692.2806511813
463|463|463-571|-8395|-20372|571|-8768|-19951|-8581.5|-20161.5|562.46777685482|281.23388842741|281.23388842741
463|463|463-720|-8395|-20372|720|-8156|-20238|-8275.5|-20305|274.00182481144|137.00091240572|137.00091240572
463|463|463-1885|-8395|-20372|1885|-8736|-21910|-8565.5|-21141|1575.3491676451|787.67458382253|787.67458382253
463|463|463-2386|-8395|-20372|2386|-8096|-21862|-8245.5|-21117|1519.7042475429|759.85212377146|759.85212377146
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
464|464|464-12|8504|10437|12|7017|8662|7760.5|9549.5|2315.5547931327|1157.7773965664|1157.7773965664
464|464|464-41|8504|10437|41|6416|8545|7460|9491|2817.6955122937|1408.8477561468|1408.8477561468
464|464|464-57|8504|10437|57|11101|10580|9802.5|10508.5|2600.9340629858|1300.4670314929|1300.4670314929
464|464|464-66|8504|10437|66|10567|8753|9535.5|9595|2663.0480656571|1331.5240328285|1331.5240328285
464|464|464-178|8504|10437|178|8218|11616|8361|11026.5|1213.1928948028|606.5964474014|606.5964474014
464|464|464-315|8504|10437|315|8486|9909|8495|10173|528.30672908832|264.15336454416|264.15336454416
464|464|464-787|8504|10437|787|8854|11438|8679|10937.5|1060.4249148337|530.21245741684|530.21245741684
464|464|464-968|8504|10437|968|8300|11425|8402|10931|1008.840919075|504.42045953748|504.42045953748
464|464|464-1691|8504|10437|1691|7572|10354|8038|10395.5|935.68851654811|467.84425827405|467.84425827405
464|464|464-2366|8504|10437|2366|9145|10464|8824.5|10450.5|641.56839074256|320.78419537128|320.78419537128
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
465|465|465-4|-14611|-17308|4|-14791|-12627|-14701|-14967.5|4684.4595205851|2342.2297602925|2342.2297602925
465|465|465-39|-14611|-17308|39|-10444|-14610|-12527.5|-15959|4964.1809999234|2482.0904999617|2482.0904999617
465|465|465-89|-14611|-17308|89|-18726|-19827|-16668.5|-18567.5|4824.7887000365|2412.3943500183|2412.3943500183
465|465|465-90|-14611|-17308|90|-13616|-12689|-14113.5|-14998.5|4724.9535447452|2362.4767723726|2362.4767723726
465|465|465-91|-14611|-17308|91|-11229|-20175|-12920|-18741.5|4433.6906748216|2216.8453374108|2216.8453374108
465|465|465-108|-14611|-17308|108|-9777|-17651|-12194|-17479.5|4846.1536294261|2423.0768147131|2423.0768147131
465|465|465-123|-14611|-17308|123|-20154|-12164|-17382.5|-14736|7562.1151141728|3781.0575570864|3781.0575570864
465|465|465-187|-14611|-17308|187|-17025|-21142|-15818|-19225|4530.6679419264|2265.3339709632|2265.3339709632
465|465|465-267|-14611|-17308|267|-14103|-17417|-14357|-17362.5|519.56231580052|259.78115790026|259.78115790026
465|465|465-723|-14611|-17308|723|-15111|-17355|-14861|-17331.5|502.20414175911|251.10207087955|251.10207087955
465|465|465-1838|-14611|-17308|1838|-14607|-16392|-14609|-16850|916.00873358282|458.00436679141|458.00436679141
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
466|466|466-2|-2773|-22279|2|1905|-9319|-434|-15799|13778.435469965|6889.2177349827|6889.2177349827
466|466|466-4|-2773|-22279|4|-14791|-12627|-8782|-17453|15414.065913963|7707.0329569816|7707.0329569816
466|466|466-13|-2773|-22279|13|8938|-12375|3082.5|-17327|15337.429282641|7668.7146413203|7668.7146413203
466|466|466-44|-2773|-22279|44|-2840|-21328|-2806.5|-21803.5|953.35722580783|476.67861290391|476.67861290391
466|466|466-67|-2773|-22279|67|1642|-22332|-565.5|-22305.5|4415.3181085852|2207.6590542926|2207.6590542926
466|466|466-366|-2773|-22279|366|-1841|-21179|-2307|-21729|1441.7433890953|720.87169454765|720.87169454765
466|466|466-790|-2773|-22279|790|-2781|-22905|-2777|-22592|626.05111612392|313.02555806196|313.02555806196
466|466|466-2026|-2773|-22279|2026|-2270|-22594|-2521.5|-22436.5|593.49304966444|296.74652483222|296.74652483222
466|466|466-2391|-2773|-22279|2391|-3165|-21142|-2969|-21710.5|1202.6774297375|601.33871486875|601.33871486875
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
467|467|467-4|-15349|2889|4|-14791|-12627|-15070|-4869|15526.030400589|7763.0152002943|7763.0152002943
467|467|467-8|-15349|2889|8|-23412|-1340|-19380.5|774.5|9104.7465642927|4552.3732821464|4552.3732821464
467|467|467-9|-15349|2889|9|-14166|2973|-14757.5|2931|1185.9784989619|592.98924948097|592.98924948097
467|467|467-11|-15349|2889|11|-23264|23797|-19306.5|13343|22356.021314178|11178.010657089|11178.010657089
467|467|467-150|-15349|2889|150|-19719|2506|-17534|2697.5|4386.7515316006|2193.3757658003|2193.3757658003
467|467|467-213|-15349|2889|213|-18260|-1886|-16804.5|501.5|5592.3649737835|2796.1824868917|2796.1824868917
467|467|467-214|-15349|2889|214|-14622|3194|-14985.5|3041.5|788.38696082571|394.19348041286|394.19348041286
467|467|467-298|-15349|2889|298|-16226|3219|-15787.5|3054|937.03201652878|468.51600826439|468.51600826439
467|467|467-1159|-15349|2889|1159|-15216|1914|-15282.5|2401.5|984.02947110338|492.01473555169|492.01473555169
467|467|467-2103|-15349|2889|2103|-13774|2230|-14561.5|2559.5|1707.3095794261|853.65478971303|853.65478971303
467|467|467-2199|-15349|2889|2199|-15501|4446|-15425|3667.5|1564.401802607|782.2009013035|782.2009013035
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
468|468|468-5|15302|-11001|5|14269|279|14785.5|-5361|11327.201287167|5663.6006435835|5663.6006435835
468|468|468-13|15302|-11001|13|8938|-12375|12120|-11688|6510.6352992623|3255.3176496311|3255.3176496311
468|468|468-106|15302|-11001|106|12839|-6844|14070.5|-8922.5|4831.8752053421|2415.9376026711|2415.9376026711
468|468|468-135|15302|-11001|135|17532|-12036|16417|-11518.5|2458.4802216003|1229.2401108002|1229.2401108002
468|468|468-195|15302|-11001|195|11078|-13445|13190|-12223|4880.0934417283|2440.0467208642|2440.0467208642
468|468|468-212|15302|-11001|212|10040|-9232|12671|-10116.5|5551.396671109|2775.6983355545|2775.6983355545
468|468|468-1531|15302|-11001|1531|14702|-10588|15002|-10794.5|728.40167490197|364.20083745099|364.20083745099
468|468|468-2098|15302|-11001|2098|15433|-10717|15367.5|-10859|312.75709424408|156.37854712204|156.37854712204
468|468|468-2390|15302|-11001|2390|15333|-11126|15317.5|-11063.5|128.78664527039|64.393322635193|64.393322635193
#||||||||||||
#C_Idx||L_Idx|C_Z|C_X|N_Idx|N_Z|N_X|M_Z|M_X|CN_Dist|C_Dist|N_Dist
469|469|469-2|3026|-19130|2|1905|-9319|2465.5|-14224.5|9874.834783428|4937.417391714|4937.417391714
469|469|469-4|3026|-19130|4|-14791|-12627|-5882.5|-15878.5|18966.6680785|9483.3340392501|9483.3340392501
